,레시피일련번호,레시피제목,요리명,등록자ID,등록자명,조회수,추천수,스크랩수,요리방법,요리상황,요리재료별명,요리종류,요리소개,요리재료들,요리인분,요리난이도,요리시간,최초등록일,ingre1
39,6929882,게살(크래미)순두부죽 : 담백하고 보들보들해요~,게살순두부죽,pinesmell,핸디B,1197,0,18,끓이기,일상,쌀,밥/죽/떡,보통은 탈이 나거나 치아가 안 좋을 때 부드러운 죽을 찾게 되죠.  집에 있는 시간이 늘어나면서 아침부터 부담스러운 식사보다는 가볍게 속을 달래고 싶다~하는 분들께 추천드리는 간단 레시피입니다:),[재료] 게맛살 /크래미 4줄| 순두부 2/3봉| 밥 1.5공기| 참기름 1숟갈| 국간장 /액젓 2숟갈,2인분,아무나,10분이내,2.02E+13," 게맛살, 순두부, 밥, 참기름, 국간장"
40,6929883,라끼남 굴라면 이제야 먹어 봤네요,굴라면,79115518,구름달빛,1382,0,10,끓이기,일상,해물류,기타,라끼남 굴라면 다들 드셔보셨나요? 굴라면 저는 이제야 먹어보는 레시피입니다. 겨울철에 굴요리를 안먹으면 섭할정도로 굴로 만든 음식을 좋아하는 편인데요 라면과 굴이 어울릴까 생각만해도 이해가 안 가지만 일단 먹어보기로 했어요,[재료] 라면 1개| 굴 7개| 채썬 대파 1줌| 고추가루 1/2큰술| 후추 톡톡,1인분,아무나,5분이내,2.02E+13," 라면, 굴, 대파, 고춧가루, 후추"
41,6929887,눈개승마 된장국,눈개승마된장국,jylhee070467,밥심은국력,469,0,4,끓이기,일상,채소류,국/탕,안녕하세요? 밥심은 국력입니다. 오늘은 눈개승마된장국을 만들어 볼게요.,[재료] 눈개승마 2줌| 감자 1개| 물 6컵| 멸치다시팩 1개| 된장 2큰술| 고춧가루 1큰술| 양파가루 1큰술| 표고버섯가루 1큰술| 다진마늘 1큰술| 후춧가루 약간| 국간장 1큰술 | 대파 1/2대,4인분,초급,30분이내,2.02E+13," 눈개승마, 감자, 물, 멸치다시팩, 된장, 고춧가루, 양파가루, 표고버섯가루, 다진마늘, 후추, 국간장, 대파"
42,6929889,꽈리고추 계란조림 오늘의 우리집 밑반찬,꽈리고추계란조림,kpmj1,바겨사,393,0,11,조림,일상,달걀/유제품,밑반찬,시장과 마트를 돌고 왔어요. 근데 왜 먹을 건 없지?? 참 이해할 수가 없는... 고기를 안 사 오고 풀만 사 왔더니 먹을 게 없다고 느껴지네요. 시장에서 사온 꽈리고추와 계란으로 밑반찬을 만들어봤답니다.,[재료] 계란 6개| 꽈리고추 22개| 간장 10T| 설탕 2T| 맛술 2T| 생강 3조각| 다시마 2조각| 물 1컵,2인분,초급,30분이내,2.02E+13," 달걀, 꽈리고추, 간장, 설탕, 맛술, 생강, 다시마, 물"
43,6929900,봄향기 가득한 봄미나리전,봄미나리전,24919090,달빛포이베,512,0,7,부침,일상,채소류,메인반찬,오직 미나리만 들어갔습니다.,[재료] 미나리 1줌| 부침가루 1/2컵+1T| 물 1/2컵 [초고추장] 초고추장 1T,1인분,초급,10분이내,2.02E+13," 미나리, 부침가루, 물, 초고추장"
44,6929908,봄나물냉이로 냉이페스토 만들어서 냉이파스타 만들기,냉이파스타,gdubu33,만개의레시피,2028,0,64,끓이기,일상,밀가루,면/만두,산들산들 냉이가 나오는 철에 만들어보면 좋을 레시피!  바질페스토는 여름에 만들었다면!  봄에는 냉이페스토로 파스타 만들어보세요~!  세상의 모든 레시피 만개의레시피 ,[필수재료] 스파게티 1인분| 새우 3마리| 바지락 7개| 방울토마토 5개| 마늘 3쪽| 페페론치노 2개| 화이트와인 1/2종이컵| 소금 약간| 후추 약간| 올리브 오일 약간| 파마산 치즈 약간 [냉이페스토] 냉이 1줌| 올리브 오일 1/2종이컵| 파마산치즈가루 1종이컵| 소금 약간| 후추 약간,1인분,아무나,30분이내,2.02E+13," 스파게티, 새우, 바지락, 방울토마토, 마늘, 페페론치노, 화이트와인, 소금, 후추, 올리브오일, 파마산치즈, 냉이, 올리브오일, 파마산치즈가루, 소금, 후추"
45,6929914,생각보다 쉽다! 가지탕수!,가지탕수,67710691,스콘언니,1248,0,52,튀김,손님접대,채소류,메인반찬,가지를 싫어하는 사람도 좋아하게 되는 가지탕수! 집들이 음식은 물론 저녁반찬  야식의 맥주 안주로 제격!,[재료] 가지 2개| 파프리카 1/2개| 양파 1/2개| 튀김가루 1/2컵| 소금 약간| 후추 약간 [튀김반죽] 튀김가루 1/2컵| 차가운물 1/3컵 [소스] 물 2컵| 간장 3T| 식초 4T| 설탕 6T [전분물] 물 4T| 전분가루 2T,2인분,중급,30분이내,2.02E+13," 가지, 파프리카, 양파, 튀김가루, 소금, 후추, 튀김가루, 물, 간장, 식초, 설탕, 전분가루"
46,6929915,주꾸미 야채 볶음,주꾸미야채볶음,angela0501,하나숲,1772,0,16,볶음,일상,해물류,밑반찬,제철 야들야들한 주꾸미로 야채 듬뿍 넣어 매콤하게  주꾸미야채볶음을 만들어 보았어요,[재료] 주꾸미 6마리| 청양고추 2개| 느타리버섯 데친것 1줌| 브로콜리 데친것 1줌| 양파 1/2쪽| 당근 약간| 대파 1줄| 카놀라유 약간| 통깨 1스푼| 참기름 1스푼| 밀가루 1스푼| 양념: 고추가루 1스푼| 고추장 1스푼| 마늘 1티스푼| 멸치액젓 1스푼| 생강효소 1티스푼| 후추 톡톡| 죽염 약간,3인분,초급,30분이내,2.02E+13," 주꾸미, 청양고추, 느타리버섯, 브로콜리, 양파, 당근, 대파, 카놀라유, 통깨, 참기름, 밀가루, 고춧가루, 고추장, 마늘, 멸치액젓, 생강효소, 후추, 죽염"
47,6929916,< 반찬> 두부달걀부침 ,두부달걀부침,30810305,요리조이,2243,0,58,부침,일상,달걀/유제품,밑반찬,양념과 같이 먹어요 ,[재료] 두부 250g| 달걀 2개| 생김 적당량 [양념] 진간장 3T| 고추가루 1T| 다진마늘 1T| 설탕 1T| 참기름 1T| 식초 2T| 대파 1/2개| 통깨 적당량,3인분,초급,15분이내,2.02E+13," 두부, 달걀, 김, 진간장, 고춧가루, 다진마늘, 설탕, 참기름, 식초, 대파, 통깨"
48,6929928,타마고 샌드위치 만들기,타마고샌드위치,tnstnr001,CalliopeLife,1005,0,29,굽기,간식,달걀/유제품,빵,전에 아들이 일본 여행 갔을 때 타마고 샌드위치를 맛있게 먹고 와 또 먹고 싶다길래  레시피 찾아보고 약간 변형 시켜 만들어 봤어요. ,[재료] 달걀 8개| 식빵 10장| 설탕 1T| 맛술 2T| 소주 2T| 우유나 생크림 1컵| 혼쯔유 1t| 후추 약간| 소금 약간 [소스] 머스터드 소스 2T| 홀그레인 머스터드 약간| 마요네즈 2T| 플레인요거트 1T| 다진 피클 약간,4인분,아무나,90분이내,2.02E+13," 달걀, 식빵, 설탕, 맛술, 소주, 우유, 혼쯔유, 후추, 소금, 머스터드소스, 마요네즈, 플레인요거트, 피클"
49,6929929,미나리오징어전 주말요리 술안주 미나리굴전 만개의레시피 깨쟁이쉐프 대용량반찬,미나리오징어전,27677317,깨쟁이마켓,1107,0,26,부침,술안주,해물류,메인반찬,주말에는 술안주로 코로나이겨보아요^^ 금요일.주말요리로 딱!! 대용량반찬 도전해보아요~ 자세한 레시피는 깨쟁이블로그!! https://blog.naver.com/yejin1108/221891108858,[재료] 부침가루 2컵| 물 2컵| 오징어 1마리| 미나리 2줌| 굴 5개| 소금 1t| 당근 채썬것 조금,2인분,아무나,10분이내,2.02E+13," 부침가루, 물, 오징어, 미나리, 굴, 소금, 당근"
50,6929930,총각무청 시래기 나물♥직접 다듬어 삶아볶은 보드러운 무청시래기~된장말고 간장으로~~맛나요 ,시래기나물,47282064,자유부인식당,841,0,18,볶음,일상,채소류,밑반찬,총각김치 담을 때 겉대를 떼서 푹 삶아 시래기나물로 볶았습니다. 시중에 파는 무청보다 고드랍고 입에서 살살 녹네요~,[재료] 무청시래기 500g [양념] 양조간장 3큰술| 조선간장 2큰술| 설탕 1/2큰술| 다진마늘 2큰술| 대파 1/2뿌리| 들기름 4큰술| 물 1/2컵,4인분,아무나,15분이내,2.02E+13," 무청시래기, 양조간장, 조선간장, 설탕, 다진마늘, 대파, 들기름, 물 "
51,6929931,버섯호박볶음 들기름에 볶아요,버섯호박볶음,kpmj1,바겨사,2866,0,64,볶음,일상,채소류,밑반찬,주말인데 난 오늘도 밥을 한다. 냉장고를 들여다보며 뭘 하지? 뭘 먹지? 새송이버섯과 애호박 2가지를 같이 볶은 버섯호박볶음을 만들었어요. 된장찌개 끓이면서 옆에서 반찬으로 버섯호박볶음을 들기름에 볶았답니다.,[재료] 애호박 1/2개| 새송이버섯 1개| 양파 1/4개| 대파 조금| 소금| 들기름| 통깨| 기름| 당근 조금씩,2인분,아무나,15분이내,2.02E+13," 애호박, 새송이버섯, 양파, 대파, 소금, 들기름, 통깨, 기름, 당근"
52,6929932,콩나물 요리 /콩나물 죽 (경상도 스타일),콩나물죽,62929808,요알남Mingstar,1252,0,14,끓이기,일상,채소류,밥/죽/떡,콩나물은 나물로 많이 만들어 드십니다. 국을 끓일 때 넣어 시원한 맛을 내기도 합니다. 또한 아스파라긴산이 풍부하게 들어있습니다. 아스파라긴산은 해독작용을 하므로 숙취 해소에 도움을 줍니다. 식물 섬유가 많은 콩나물과 해조류를 ( 미역  다시마 등 ) 함께 먹으며 이중 효과로 의해서 변비가 크게 개선된다.,[재료] 콩나물 100g| 다시멸치 20마리| 김치 100g| 떡국떡 50g| 밥 300g| 대파 1대| 참기름 2Ts| 물 600ml [양념] 간장 2Ts| 김칫국물 7Ts| 다진 마늘 1/2Ts| 고춧가루 1Ts,1인분,아무나,,2.02E+13," 콩나물, 멸치, 김치, 떡국떡, 밥, 대파, 참기름, 물 600ml, 간장, 김치국물, 다진마늘, 고춧가루"
53,6929933,콩나물 요리 / 콩나물라면,콩나물라면,62929808,요알남Mingstar,7913,0,32,볶음,일상,채소류,면/만두,콩나물은 나물로 많이 만들어 드십니다. 국을 끓일 때 넣어 시원한 맛을 내기도 합니다. 또한 아스파라긴산이 풍부하게 들어있습니다. 아스파라긴산은 해독작용을 하므로 숙취 해소에 도움을 줍니다. 식물 섬유가 많은 콩나물과 해조류를 ( 미역  다시마 등 ) 함께 먹으며 이중 효과로 의해서 변비가 크게 개선된다.  본 게시물은 저작권 보호를 받고 있습니다. 저작자의 사전 동의 없이 이미지 및 문구의 무단 도용 및 복제를 금합니다. 무단으로 사용할 경우 법적 책임을 질 수도 있습니다.  This post is copyright protected. Unauthorized theft and reproduction of images and phrases is prohibited without prior consent from the author. You may be liable for unauthorized use. 01:32초 부터 보세요.,[재료] 콩나물 150g| 라면 1개| 대파 1/2개| 양파 1/4개| 식용유 2Ts| 고춧가루 1Ts| 다진 마늘 1/2Ts,1인분,아무나,10분이내,2.02E+13," 콩나물, 라면, 대파, 양파, 식용유, 고춧가루, 다진마늘"
54,6929936,쿠키도 대왕으로 확실하게~! 자이언트쿠키 9가지 레시피,자이언트쿠키,gdubu33,만개의레시피,8124,0,355,굽기,간식,달걀/유제품,과자,피자만 토핑하나?! 쿠키도 토핑한다!  원하는 걸 콕콕 박아 만드는 자이언트쿠키 레시피!  심지어 9가지 쿠키토핑에 사이즈는 대왕쿠키!  세상의 모든 레시피 만개의레시피 ,[기본반죽] 무염버터 50g| 황설탕 45g| 달걀 25g| 소금 1꼬집| 바닐라익스트랙 약간| 박력분 80g| 베이킹소다 1/4t| 초코칩 20g [초코반죽] 무염버터 50g| 황설탕 45g| 달걀 25g| 소금 1꼬집| 바닐라익스트랙 약간| 박력분 70g| 코코아파우더 10g| 베이킹소다 1/4t| 초코칩 20g [토핑재료] 초콜릿| 첵스초코| 후르츠링| 통밀크래커| 엠앤엠즈| 킷캣| 초코바| 오레오| 트윅스| 프레첼| 마시멜로우| 스프링클,6인분이상,아무나,60분이내,2.02E+13," 버터, 설탕, 달걀, 소금, 바닐라익스트랙, 박력분, 베이킹소다, 초코칩, 코코아파우더, 초콜릿"
55,6929939,톳 멍게 비빔밥,톳멍게비빔밥,55225306,노루네,886,0,18,기타,초스피드,해물류,밥/죽/떡,예상한 맛보다 훨씬 맛있는 톳 멍게 비빔밥 요즘 제철일때 많이 드시고 건강하세요,[재료] 밥1+1/2공기 | 멍게1공기| 톳1공기| 상추(or새싹순)| 초고추장,2인분,아무나,30분이내,2.02E+13," 밥, 멍게, 톳, 상추, 초고추장"
56,6929941,대용량 반찬 유채나물 무침 만들기,유채나물무침,kyungsung02,정지훈73,1498,0,15,무침,일상,채소류,밑반찬,요즘 제철인 유채나물 무침! 코로나19 때문에 집콕 하다가 싱싱한 야채가 생각나 마트에가서 한봉지 집어 든 유채나물 쉽게 구할수도 있고 가격도 저렴해서 부담없이 먹을 수 있습니다 유채나물은 된장이나 고추장을 넣지 않고 무치면 좀 더 오래두고 먹을 수 있답니다 반찬으로 좋고 비빔밥을 해도 좋습니다 ,[재료] 재료| 유채나물 400g| 청양고추 2개| 홍고추 1개| 다진대파 3큰술| 소금 10g [양념] 진간장 1큰술| 참치액 1큰술| 매실액 1큰술| 다진마늘 1/2큰술| 참기름 1큰술| 깨소금 1큰술,6인분이상,초급,,2.02E+13," 유채나물, 청양고추, 고추, 다진대파, 소금, 진간장, 참치액, 매실액, 다진마늘, 참기름, 깨소금"
57,6929949,카레향 솔솔 카레볶음라면 ,카레볶음라면,achim100,좋아좋아3,1316,0,15,볶음,일상,기타,면/만두,요즘은 매일 집콕 중이지만  그럼에도 휴일에는 뭔가 특별한 별식이 필요 합니다  ?  라면과 카레가 만난  카레볶음라면 만들었어요 ,[재료] 라면 1.5개| 마늘 2톨| 당근 1/6개| 애호박 1/5개| 새송이버섯 1/2개| 카레 블럭 1/4개,2인분,아무나,10분이내,2.02E+13," 라면, 마늘, 당근, 애호박, 새송이버섯, 카레"
58,6929952,딸기 벽돌케이크 만들기!! // *How to make Brick Strawberry Cake !!,딸기벽돌케이크,30428017,Red Moon 붉은달,985,0,41,굽기,간식,달걀/유제품,디저트,딸기함량 90%에 딸기케이크에요. 원조케이크는 대구 커피명가에서 판매하는데  지금 이 시국에 어디도 나갈수가 없어서 집에서 직접 만들어봤어요!!,[제누아즈] 달걀 122g| 설탕 60g| 꿀 4g| 바닐라오일 2g| 박력분 53g| 버터 14g [과일] 싱싱한 딸기 2팩| 베이킹소다 적당량 [아이싱크림] 식물성 크림 350g| 설탕 87g| 럼 3g,4인분,중급,2시간이상,2.02E+13," 달걀, 설탕, 꿀, 바닐라오일, 박력분, 버터, 딸기, 베이킹소다, 식물성크림, 설탕, 럼"
59,6929953,딸기초코라떼만들기,딸기초코라떼,83028857,♠♤→쏭←♤♠,411,0,4,끓이기,간식,달걀/유제품,디저트,요즘 나가긴 좀 무섭고 카페는 가고싶어서 달달한 음료 만들어 봤어요 생각보다 맛있으니 만들어보세요,[재료] 딸기맛 초콜릿 1봉지| 우유 만들양의 4/5| 커피가루 1개,1인분,초급,10분이내,2.02E+13,"초콜릿, 우유, 커피가루"
60,6929956,자반고등어조림,자반고등어조림,cherimoya,체리모야,4856,0,23,조림,일상,기타,메인반찬,자반고등어는 주로 구이로 많이 해먹지만 조림으로 만들어 먹어도 맛있습니다. 잔반고등어에 무와양파를 넣고 얼큰하게 조림으로 만들어 맛있는 밥반찬으로도 좋하요.,[재료] 자반고등어 1손| 무 적당량| 양파 2개| 대파 적당량 [양념] 고춧가루 3큰술| 참치액젓 2큰술| 맛술 1큰술| 물 200ml| 청양고추 3개| 다진마늘 1큰술,3인분,고급,60분이내,2.02E+13,"고등어, 무우, 양파, 대파, 고춧가루, 참치액, 맛술, 물, 청양고추, 다진마늘"
61,6929961,휴게소에서먹고픈버터알감자,버터알감자,67095011,오스카로이,1151,0,42,기타,간식,채소류,디저트,요새 놀러가구 싶은 시기라 휴게소서 사 먹는 버터알감자를 만들어봤습니다,[재료] 감자 5개 [양념] 식용유 4T| 버터 4T| 설탕 3T| 소금 1.5T| 파슬리 약간,2인분,초급,30분이내,2.02E+13," 감자, 식용유, 버터, 설탕, 소금, 파슬리"
62,6929963,에어프라이어요리] 간단하게 계란치즈토스트//마약토스트st,계란치즈토스트,24919090,달빛포이베,1881,0,37,굽기,간식,달걀/유제품,빵,햄이 없어 안썼어요. 마약토스트st일인데 마요네즈를 뺐어요. 마요네즈로 벽을 세워 계란을 넣는데 저는 마요네즈를 안쓸꺼라서 빵을 눌러 계란을 넣었어요. 나름 다이어트식입니다.,[재료] 식빵 2장| 체다슬라이스치즈 2장| 계란 1개| 케첩 1~2T| 칠리소스 1~2T| 설탕 조금| 모짜렐라치즈 조금| 파슬리가루 조금,1인분,초급,,2.02E+13," 식빵, 체다치즈, 달걀, 케첩, 칠리소스, 설탕, 모짜렐라치즈, 파슬리"
63,6929967,♥[신혼밥상] 초간단 리얼브라우니,리얼브라우니,fkaldbs,행복한윤블리네,827,0,32,굽기,간식,달걀/유제품,빵,맛은 쫀득쫀득 속은 촉촉  더이상 복잡한 조리과정은 가라~ 초간단 리얼 브라우니 비법 전수♥,[재료] 무염버터 100g| 흑설탕 70g| 다크초콜릿 80~100g| 달걀 2개| 바닐라에센스 톡톡톡| 박력분 50~60g| 베이킹 파우더 1g| 견과류 1줌,2인분,초급,30분이내,2.02E+13,"버터, 설탕, 다크초콜릿, 달걀, 바닐라에센스, 박력분, 베이킹파우더, 견과류"
